origin_text_id;text_id;origin_text_en;text_en;label_vader
polda sumsel polres oku selatan kegiatan pengecekan alat dan kamera etle;polda sumsel polres oku selatan giat kece alat dan kamera etle;Polda Sumsel Polres Oku Selatan checks etle equipment and cameras;polda sumsel polr oku selatan check etl equip camera;0
penerapan tilang etle kendaraan tanpa pelat , korlantas gunakan fitur pengenal wajah;terap tilang etle kendara tanpa pelat korlantas guna fitur kenal wajah;application of license plates for vehicles without license plates, traffic police use facial recognition features;applic licens plate vehicl without licens plate traffic polic use facial recognit featur;0
giat sosialisasi tilang elektronik dan aplikasi smart city dulur kito;giat sosialisasi tilang elektronik dan aplikasi smart city dulur kito;active socialization of electronic tickets and the Smart City application, Dulur Kito;activ social electron ticket smart citi applic dulur kito;1
total sudah 64 kamera etle di sumsel , tahun depan fokus pengadaan etle portable dan mobile;total sudah kamera etle di sumsel tahun depan fokus ada etle portable dan mobile;a total of 64 etle cameras in sumsel, next year the focus will be on procuring portable and mobile etle cameras;total etl camera sumsel next year focu procur portabl mobil etl camera;0
bisa gak ndan , saya gk usah d suruh bayar etilang , tp d jadikan duta etle indonesia;bisa gak ndan saya gk usah d suruh bayar etilang tp d jadi duta etle indonesia;can you please, I don't have to be told to pay for etilang, but I'll be made an Indonesian etle ambassador;pleas told pay etilang made indonesian etl ambassador;1
sasaran pelanggaran kamera etle;sasar langgar kamera etle;etle camera violation target;etl camera violat target;-1
polda metro jaya 10 etle mobile dilengkapi artificial intelligence;polda metro jaya etle mobile lengkap artificial intelligence;Polda Metro Jaya 10 Etle Mobile is equipped with artificial intelligence;polda metro jaya etl mobil equip artifici intellig;1
aneh rasanya ngelimit 100 kmh di jalan tol demi ga kena etle;aneh rasa ngelimit kmh di jalan tol demi ga kena etle;it's weird to limit 100 kmh on the highway so you don't get hit by etle;weird limit kmh highway get hit etl;-1
direktur penegakan hukum dirgakkum korlantas polri brigjen pol aan suhanan mengatakan , saat ini ribuan kamera etle sudah tersebar di indonesia . itu terdiri dari etle statis hingga etle mobile .;direktur tega hukum dirgakkum korlantas polri brigjen pol aan suhanan kata saat ini ribu kamera etle sudah sebar di indonesia itu diri dari etle statis hingga etle mobile;Director of Law Enforcement at Dirgakum Korlantas Polri Brigadier General Pol Aan Suhanan said that currently thousands of Etle cameras have been spread across Indonesia. it consists of static etle to mobile etle.;director law enforc dirgakum korlanta polri brigadi gener pol aan suhanan said current thousand etl camera spread across indonesia consist static etl mobil etl;0
halahh siapa yang mau percaya polisi . akalan aja , yg jelas kalau etle pk polisi nggk bisa sarapan soto dan sate kambing .;halahh siapa yang mau percaya polisi akal aja yg jelas kalau etle pk polisi nggk bisa sarap soto dan sate kambing;hahaha who wants to believe the police. It's just a joke, what's clear is that the police can't have soup and goat satay for breakfast.;hahaha want believ polic joke clear polic soup goat satay breakfast;1
polda metro jaya resmi tak lagi berlakukan tilang manual , kini andalkan kamera etle;polda metro jaya resmi tak lagi laku tilang manual kini andal kamera etle;Polda Metro Jaya officially no longer applies manual fines, now rely on etle cameras;polda metro jaya offici longer appli manual fine reli etl camera;-1
operasi zebra agung 2022 , polda bali dit lantas sosialisasikan etilang kepada masyarakat melalui brosur;operasi zebra agung polda bal dit lantas sosialisasi etilang kepada masyarakat lalu brosur;zebra grand operation 2022, the bali regional police dit then socialized etilang to the public through brochures;zebra grand oper bali region polic dit social etilang public brochur;1
iyakann cctv doang udh ga mempan udh pd kebal soalnya . etilang tuh lebih mantul wkwkwkwk;iyakann cctv doang udh ga mempan udh pd kebal soal etilang tuh lebih mantul wkwkwkwk;Yes, the CCTV only doesn't work, it's already immune, the problem. etilang is more helpful wkwkwkwk;ye cctv work alreadi immun problem etilang help wkwkwkwk;1
dalam operasi kali ini , polisi juga memanfaatkan teknologi tilang elektronik . begini cara cek kendaraan kalian kena tilang;dalam operasi kali ini polisi juga manfaat teknologi tilang elektronik begini cara cek kendara kalian kena tilang;In this operation , the police also made use of electronic ticketing technology . This is how to check if your vehicle has been fined;oper polic also made use electron ticket technolog check vehicl fine;0
sepekan pelaksanaan etle mobile di riau , sudah 80 pengendara kena foto;pek laksana etle mobile di riau sudah kendara kena foto;a week from the implementation of Etle Mobile in Riau, 80 drivers have been photographed;week implement etl mobil riau driver photograph;0
mitra mtb , tilang manual akan segera dihilangkan dan berganti sepenuhnya ke elektronkk . nah kalo kamu uda nerima brapa kali tilang elektronik jadi makin hati2 atau malah nggampangin share yuk di mtb lite bareng toya axsano;mitra mtb tilang manual akan segera hilang dan ganti sepenuh ke elektronkk nah kalo kamu uda nerima brapa kali tilang elektronik jadi makin hati atau malah nggampangin share yuk di mtb lite bareng toya axsano;mtb partners, manual tickets will soon be removed and completely replaced by electronics. So, if you've received a number of electronic fines, be even more careful, or even make it easy, let's share it on MTB Lite with Toya Axsano;mtb partner manual ticket soon remov complet replac electron receiv number electron fine even care even make easi let share mtb lite toya axsano;1
penandatanganan naskah persjanjian hibah daerah nphd elektronik traffic law enforcement etle pemkot pagaralam dan polres pagaralam;penandatanganan naskah persjanjian hibah daerah nphd elektronik traffic law enforcement etle pemkot pagaralam dan polres pagaralam;signing of the text of the electronic NPHD regional grant agreement for traffic law enforcement from the Pagaralam City Government and the Pagaralam Police;sign text electron nphd region grant agreement traffic law enforc pagaralam citi govern pagaralam polic;1
ih etilang di solo udh bener2 berlaku wkwkwk , ati2 guys;ih etilang di solo udh bener laku wkwkwk ati guys;ih etilang in solo already really applies wkwkwk, be careful guys;ih etilang solo alreadi realli appli wkwkwk care guy;1
kl etle tar gak bisa selamanya kan kurang silaturahmi nya;kl etle tar gak bisa lama kan kurang silaturahmi nya;If Etle Tar can't last forever, it's less friendly;etl tar last forev less friendli;1
tak ada lampu merah , etilang belum bisa diterapkan di singkil;tak ada lampu merah etilang belum bisa terap di singkil;no red lights, etilang cannot be applied in Singkil;red light etilang appli singkil;-1
sebagai gantinya , anggota di lapangan dibekali dengan kamera electronic traffic law enforcement etle . patinews asli;bagai ganti anggota di lapang bekal dengan kamera electronic traffic law enforcement etle patinews asli;instead, members in the field are equipped with electronic traffic law enforcement cameras. patinews original;instead member field equip electron traffic law enforc camera patinew origin;1
kek nya gua ketilang etle nih akwoakwoakoakwo;kek nya gua ketilang etle nih akwoakwoakoakwo;keknya I'm finite etle nih akwoakwoakoakwo;keknya finit etl nih akwoakwoakoakwo;0
siapsiap , etle akan mulai berlaku di tangsel lewat;siapsiap etle akan mulai laku di tangsel lewat;get ready, etle will start to apply in tangsel passing;get readi etl start appli tangsel pass;1
komisi ll dpr apresisi etilang , minimalisir tindak kecurangan oknumkepolisian;komisi ll dpr apresisi etilang minimalisir tindak curang oknumkepolisian;Commission ll of the House of Representatives appreciates etilang, minimizes acts of fraud by police officers;commiss hous repres appreci etilang minim act fraud polic offic;-1
tilang elektronik . bikin pelanggaran meningkat . karena tdk ad petugas ,;tilang elektronik bikin langgar tingkat karena tdk ad tugas;electronic ticket. increase the offense. because there are no officers,;electron ticket increas offens offic;-1
penghapusan tilang manual ke sistem etle , bisa perbaiki citra polri , terutama dengan aksi tilangnya lewat;hapus tilang manual ke sistem etle bisa baik citra polri utama dengan aksi tilang lewat;Eliminating manual tickets to the ETL system can improve the image of the National Police, especially with the speeding action;elimin manual ticket etl system improv imag nation polic especi speed action;1
iseng ngecek kendaraan gw kena tilang elektronik atau gak . who knows , surat cinta gak nyampe ke rumah . tahunya pas mau byr pajak tahunan . cek di sini;iseng ngecek kendara gw kena tilang elektronik atau gak who knows surat cinta gak nyampe ke rumah tahu pas mau byr pajak tahun cek di sini;idly checking my vehicle got an electronic ticket or not. who knows, the love letter never made it to the house. the year when I want to pay the annual tax. check here;idli check vehicl got electron ticket know love letter never made hous year want pay annual tax check;1
ya tinggal razia aja yang ga pake plat nomor kendaraan . terus di foto nomor mesin dan rangka , masukan tilang elektronik . yg penting ga tilang manual .;ya tinggal razia aja yang ga pake plat nomor kendara terus di foto nomor mesin dan rangka masuk tilang elektronik yg penting ga tilang manual;Yes, it's just a raid that doesn't use vehicle number plates. then on the photo of the engine and frame numbers, enter the electronic ticket. the important thing is no manual ticket.;ye raid use vehicl number plate photo engin frame number enter electron ticket import thing manual ticket;1
selamat siang komandan , dilaporkan talkshow secara live di rri pro2 dalam program remaja sadar hukum resah 95 , 3 fm , pada hari kamis , 8 desember 2022 pkl . 13 . 00 14 . 00 wita . topik etle tilang elektronik;selamat siang komandan lapor talkshow cara live di rri pro dalam program remaja sadar hukum resah fm pada hari kamis desember pkl wita topik etle tilang elektronik;good afternoon commander, reported live talkshow on rri pro2 in the law-aware youth program restless 95, 3 fm, on thursday, december 8, 2022 pkl. 13 . 00 14 . 00 pm. the topic of electronic tickets;good afternoon command report live talkshow rri pro law awar youth program restless fm thursday decemb pkl pm topic electron ticket;1
